,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,target
0,0.7715326012744452,-1.4743361398740429,2.196646054978954,-0.67899173823437,0.7674793445541306,-1.2261793578126834,-0.23756628095697233,0.6817434088151417,1.0899618873516317,0.9625028858001017,1
1,1.8583828414288301,-3.6808798343757014,0.22749587573205374,-3.818367715860128,0.635967750711738,1.6095206657759729,-0.1531350385730875,-0.47417817510396487,1.3411388817916592,-0.7717719573928751,2
2,-0.9872476371324669,1.5391683622992136,0.5859042011646491,1.1852813762546406,-0.736770135947622,-1.4068150094975382,0.6847828338864096,-0.3220281544920584,-1.4510339357722128,1.3254321090950785,1
3,-1.0224195881660774,1.3817867009660125,2.01527511046064,0.861434267781674,1.2906444609225471,-1.889649292096153,1.0091380386267081,0.3631156277445234,-1.8442378861299575,0.3111099911431952,1
4,-0.13116121156212374,-2.0790084507650315,1.4837439102037069,1.6368575206435114,-0.7348108975341908,-0.6401544568346118,2.6664217505249757,-1.0857477107815494,-0.8928509914491385,0.029796165121424436,2
5,-0.09693663858407137,0.3087095082851137,-0.5663945912147232,0.6118686263293693,0.8316167861804036,1.8205439079418155,-0.18241571229687767,-0.22153659758373817,0.2338971905583671,-1.176962112769968,1
6,0.8604006377556878,-0.5400545645800465,-0.5781134587156433,-1.4594262525361572,-0.258008536197609,-1.770481137776078,-1.511766804804699,-1.176644943900053,1.5611823504934461,0.9280906109910811,1
7,-0.5296191620210867,1.650775948472461,-0.8903178480198718,-1.023838691943063,-0.06407776414871663,-1.8437935834807457,-0.42777353767697396,0.30170000890173554,-1.1431696722445663,0.1755362295785979,0
8,-0.06057634635748106,-0.6076901270632791,0.6087355891244169,-0.7884209357478233,-0.5571305725722312,-2.2494324542007638,0.9923197301356375,0.7396754681178337,-1.0267756621887218,2.571995317494969,2
9,-0.5015093466313139,-0.22830519074999622,1.639256516741752,0.28118552349029036,-1.9227717720623363,1.7230747176462498,1.6045980615386428,-0.5552861026010363,-1.5822784654356723,0.427962626552635,2
10,-0.11082411320677911,-0.5476246727072157,0.9826831427699412,-0.7874055569647245,-1.4000707231830092,1.229990368438683,1.0563464679221426,0.5433908278718096,-1.1452913719518543,0.003147726906326633,2
11,0.0018414112632075814,0.1268793967486328,-1.2883076174635377,-1.3462749832381498,0.2927154821418534,-1.276304416538336,0.004041708137963228,0.8890371222798921,-0.6492390080230142,0.5737444210044131,0
12,0.8662844716416012,-3.003764479647968,-0.06644897530945597,0.5775175990662682,-0.35807944617931886,1.1818900425588936,1.1978839513179331,0.38142561753434195,1.0664546959581669,0.9972655676588726,1
13,-0.516017779611723,0.5870369333869534,0.9331280723410693,0.1741649057132113,-0.22272070077660705,0.33260751032419755,0.6737501907509589,-0.3150867311941086,-1.1469406974086291,-0.5717460419560614,0
14,0.012456058351111571,-1.3529294186568572,0.32475823953354177,0.6668010019609167,0.5805676870356148,-0.35208774745388094,1.5172886148468683,-0.8407718898986251,-0.4905295774626286,0.22063080430716323,2
15,0.6550369619235386,-2.683643282751432,-0.8438538774248993,0.47935984988459523,-1.743672602396536,0.813280406064593,1.397875343639913,0.13965167421589658,0.5567371859196295,0.06502463118878012,1
16,0.06131228239788637,-0.9336547203139277,-2.1943824698200243,-1.1840347092671117,1.5994709401137894,-0.6516751221564157,1.101691407491505,-1.2756826599957316,-1.0744969366068573,-0.12854629325195685,2
17,-0.25503596386140837,0.34406811267062576,0.10248464215820753,1.3070289161719506,-0.48282759080691834,-0.844324037183071,0.12100356144183395,-1.132784951267745,0.13913760055307134,0.35037021638633825,1
18,-0.5058660663360737,3.4722742160162836,0.13395838058023532,0.17776123972850988,-0.09511164770076601,1.221294945685148,-2.8333828717502554,1.5486392950240366,0.7978632169854172,0.3202165779488289,0
19,0.39160623215800805,-1.8960120349638956,-0.526555133136702,-0.18936262549674954,-1.3223474346832955,-0.8059917310594155,1.2446422646001962,1.0306598082415594,-0.12157551771504527,1.0947985022273252,1
20,-0.912191403218844,1.4155474619901443,0.6802302084176292,1.7240251237205366,-1.936752702502465,0.551885971822154,0.5649945698383748,-1.3569355696995753,-0.999859037147458,0.223153054747697,1
21,0.24611146855269309,-1.0765657520917054,0.5571376184034819,-0.7227823529551605,0.7492825568794513,-0.8679224627511536,0.7162001949181724,1.992036635959309,-0.3317016323701887,1.8338965460243755,1
22,1.122588320788908,-2.0522141655560784,-2.0503574572842003,-2.724620393061173,0.7391804947015679,-1.9493717553224232,-0.24872442466678707,-1.2640061679473638,0.6940568757315173,0.4861847915619389,2
